證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
3501,維熹,"166,478",136,"8,312,622",49.75,50.20,49.65,50.20,<p style= color:red>+</p>,0.45,50.10,3,50.20,1,8.76
3504,揚明光,"1,066,018",922,"91,345,976",86.50,86.50,84.80,86.20,<p style= color:red>+</p>,0.50,86.20,3,86.30,9,66.82
3515,華擎,"2,244,548","1,833","344,147,174",155.00,158.00,151.00,152.00,<p style= color:red>+</p>,0.50,152.00,28,152.50,12,10.76
3518,柏騰,"252,395",170,"5,375,880",21.20,21.85,21.00,21.15,<p> </p>,0.00,21.15,1,21.20,6,162.69
3528,安馳,"12,031",11,"613,187",51.00,51.00,50.80,50.80,<p style= color:red>+</p>,0.10,50.80,2,51.00,6,10.22
3530,晶相光,"592,790",748,"49,436,507",82.40,84.60,80.90,83.90,<p style= color:red>+</p>,2.50,83.90,3,84.00,1,22.20
3532,台勝科,"1,032,650","1,061","160,915,203",158.00,158.00,154.50,156.00,<p style= color:red>+</p>,0.50,156.00,19,156.50,14,14.38
3533,嘉澤,"1,303,072","2,133","1,020,966,757",770.00,792.00,766.00,789.00,<p style= color:red>+</p>,31.00,789.00,1,790.00,4,14.47
3535,晶彩科,"623,587",327,"14,235,281",22.80,23.00,22.60,22.80,<p style= color:red>+</p>,0.15,22.75,30,22.80,14,5.60
3536,誠創,"41,660",26,"158,282",3.75,3.82,3.75,3.82,<p style= color:red>+</p>,0.07,3.82,13,3.89,3,0.00
3543,州巧,"29,333",67,"565,954",19.25,19.75,19.15,19.45,<p style= color:green>-</p>,0.20,19.35,3,19.60,1,0.00
3545,敦泰,"4,601,783","3,381","313,816,280",67.60,68.80,67.50,68.40,<p style= color:red>+</p>,1.50,68.40,25,68.50,79,0.00
3550,聯穎,"39,374",61,"544,056",13.85,13.85,13.80,13.85,<p> </p>,0.00,13.80,9,13.85,10,0.00
3557,嘉威,"62,528",101,"3,228,456",51.70,51.70,51.50,51.50,<p style= color:green>-</p>,0.10,51.50,2,51.60,1,7.06
3563,牧德,"187,973",352,"28,248,697",148.00,152.00,148.00,151.00,<p style= color:red>+</p>,3.00,150.50,11,151.00,1,10.30
3576,聯合再生,"7,577,573","3,331","160,202,701",21.25,21.40,20.95,21.05,<p style= color:green>-</p>,0.05,21.05,30,21.10,20,65.78
3583,辛耘,"318,394",280,"24,132,857",75.60,76.00,75.20,76.00,<p style= color:red>+</p>,0.90,75.90,13,76.00,2,11.14
3588,通嘉,"635,873",661,"38,466,337",59.10,61.30,59.10,61.20,<p style= color:red>+</p>,2.00,61.10,13,61.20,1,12.49
3591,艾笛森,"3,977,152","1,974","75,995,932",17.95,19.55,17.75,19.15,<p style= color:red>+</p>,1.35,19.10,15,19.15,34,32.46
3592,瑞鼎,"905,592","1,160","323,246,379",358.00,361.00,353.50,356.00,<p style= color:red>+</p>,1.00,356.00,9,356.50,16,5.78
3593,力銘,"13,416",42,"170,314",12.60,12.80,12.60,12.65,<p style= color:red>+</p>,0.10,12.60,3,12.70,2,0.00
3596,智易,"2,412,350","1,896","243,379,424",102.00,102.00,100.00,101.00,<p> </p>,0.00,101.00,68,101.50,25,12.01
3605,宏致,"402,407",317,"13,314,734",32.85,33.65,32.65,33.65,<p style= color:red>+</p>,1.00,33.60,4,33.65,9,10.29
3607,谷崧,"236,440",133,"2,850,788",12.05,12.15,12.00,12.15,<p style= color:red>+</p>,0.10,12.15,18,12.20,14,0.00
3617,碩天,"492,002",376,"51,061,609",104.00,105.50,103.00,104.00,<p style= color:red>+</p>,0.50,103.50,10,104.00,14,11.42
3622,洋華,"43,939",51,"1,236,579",28.30,28.40,28.00,28.20,<p style= color:red>+</p>,0.20,28.20,2,28.25,1,9.19
3645,達邁,"235,720",238,"7,879,497",33.50,33.65,33.05,33.65,<p style= color:red>+</p>,0.65,33.60,2,33.65,6,18.39
3652,精聯,"23,000",19,"525,800",22.95,22.95,22.75,22.90,<p style= color:red>+</p>,0.20,22.90,1,22.95,4,21.81
3653,健策,"1,397,246","1,460","536,852,908",379.00,389.50,378.50,383.50,<p style= color:red>+</p>,8.50,383.50,7,384.50,12,23.05
3661,世芯-KY,"4,312,383","5,018","3,776,645,121",855.00,889.00,852.00,888.00,<p style= color:red>+</p>,45.00,887.00,17,888.00,6,38.05
3665,貿聯-KY,"3,290,738","2,530","869,786,564",264.00,269.00,261.50,263.50,<p style= color:red>+</p>,2.00,263.50,158,264.00,6,11.83
3669,圓展,"101,546",84,"4,702,480",46.50,46.55,46.10,46.45,<p style= color:red>+</p>,0.15,46.40,1,46.45,3,11.06
3673,TPK-KY,"573,592",405,"17,517,836",30.90,30.90,30.30,30.60,<p> </p>,0.00,30.60,9,30.65,8,19.37
3679,新至陞,"32,248",72,"3,049,994",93.00,95.10,93.00,94.80,<p style= color:green>-</p>,0.20,94.80,2,95.00,3,7.05
3682,亞太電,"3,213,060",881,"19,846,425",6.20,6.22,6.15,6.19,<p style= color:green>-</p>,0.01,6.19,36,6.20,232,0.00
3686,達能,"378,197",427,"5,888,502",15.95,15.95,15.45,15.60,<p style= color:green>-</p>,0.15,15.55,1,15.65,10,24.76
3694,海華,"124,600",85,"2,531,330",20.35,20.65,20.15,20.35,<p style= color:red>+</p>,0.15,20.25,1,20.35,1,9.21
3701,大眾控,"1,027,360",738,"43,130,535",41.75,42.60,41.25,42.30,<p style= color:red>+</p>,0.95,42.30,3,42.35,4,22.99
3702,大聯大,"2,657,888","1,616","128,215,065",47.80,48.45,47.80,48.45,<p style= color:red>+</p>,0.75,48.35,21,48.45,86,7.72
3702A,大聯大甲特,"93,100",26,"4,595,070",49.30,49.50,49.30,49.30,<p style= color:red>+</p>,0.10,49.05,7,49.20,10,0.00
3703,欣陸,"1,276,208","1,025","37,645,823",29.50,29.60,29.35,29.55,<p style= color:red>+</p>,0.15,29.50,25,29.55,1,6.99
3704,合勤控,"18,168,726","13,591","690,414,564",38.30,38.75,37.10,38.20,<p style= color:red>+</p>,1.40,38.20,32,38.25,26,11.14
3705,永信,"784,633",501,"33,439,369",42.55,42.80,42.35,42.75,<p style= color:red>+</p>,0.10,42.65,2,42.75,7,11.81
3706,神達,"2,372,667","1,416","72,994,294",30.60,31.00,30.60,30.75,<p style= color:green>-</p>,0.05,30.75,17,30.80,72,3.62
3708,上緯投控,"5,344,245","3,535","590,864,838",109.00,113.50,108.50,110.50,<p style= color:red>+</p>,1.00,110.50,102,111.00,61,12.06
3711,日月光投控,"14,739,283","8,448","1,485,812,606",101.00,102.00,99.30,102.00,<p style= color:red>+</p>,2.00,101.50,214,102.00,889,5.66
3712,永崴投控,"3,542,531","1,229","105,902,895",29.25,30.15,29.25,30.00,<p style= color:red>+</p>,1.00,30.00,105,30.05,34,11.49
3714,富采,"5,397,993","3,671","274,309,734",50.50,51.50,50.00,51.20,<p style= color:red>+</p>,1.20,51.10,107,51.20,1,31.22
3715,定穎投控,"686,988",374,"11,921,594",17.35,17.45,17.25,17.45,<p style= color:red>+</p>,0.20,17.40,19,17.45,18,0.00
4104,佳醫,"262,551",413,"18,747,049",70.90,71.70,70.80,71.60,<p style= color:red>+</p>,0.60,71.50,6,71.60,4,15.57
4106,雃博,"1,691,813",970,"51,321,113",29.75,30.60,29.60,30.50,<p style= color:red>+</p>,0.90,30.50,14,30.55,15,20.61
4108,懷特,"220,814",216,"4,220,629",19.20,19.25,19.00,19.10,<p style= color:green>-</p>,0.05,19.10,30,19.20,32,0.00
4119,旭富,"280,736",514,"27,472,878",96.80,98.60,96.80,97.40,<p style= color:red>+</p>,0.90,97.40,3,97.50,1,44.07
4133,亞諾法,"405,888",280,"15,687,660",38.95,38.95,38.50,38.60,<p style= color:red>+</p>,0.10,38.60,9,38.70,2,37.84
4137,麗豐-KY,"737,810","3,054","159,950,844",222.00,222.00,214.00,215.00,<p style= color:green>-</p>,8.00,214.50,10,215.00,2,20.71
4142,國光生,"3,160,803","1,883","124,430,687",39.65,39.65,39.00,39.65,<p> </p>,0.00,39.60,1,39.65,197,32.24
4148,全宇生技-KY,"681,259",495,"41,261,861",58.70,61.60,58.70,60.50,<p style= color:red>+</p>,2.10,60.50,20,60.70,1,9.65
4155,訊映,"6,409,317","2,533","197,438,515",29.70,31.55,29.55,30.85,<p style= color:red>+</p>,1.15,30.80,29,30.85,55,20.03
4164,承業醫,"7,414,383","5,648","383,658,707",50.30,53.70,49.50,53.20,<p style= color:red>+</p>,4.25,53.00,2,53.20,37,21.03
4190,佐登-KY,"109,342",176,"8,250,287",76.00,76.10,75.10,75.50,<p style= color:green>-</p>,0.50,75.50,2,75.60,2,37.38
4306,炎洲,"551,128",305,"8,090,417",14.60,14.75,14.60,14.65,<p style= color:red>+</p>,0.05,14.65,26,14.70,69,9.58
4426,利勤,"568,112",334,"15,897,197",28.10,28.35,27.50,28.35,<p style= color:red>+</p>,0.45,28.20,6,28.35,35,0.00
4438,廣越,"407,581",337,"51,069,120",124.00,127.00,123.50,126.00,<p style= color:red>+</p>,2.50,125.50,8,126.00,2,9.29
4439,冠星-KY,"10,400",12,"1,051,600",101.50,101.50,101.00,101.00,<p> </p>,0.00,100.50,3,101.50,4,9.07
4440,宜新實業,"31,043",25,"993,888",32.10,32.10,31.95,31.95,<p style= color:green>-</p>,0.15,31.95,4,32.20,2,9.45
4526,東台,"78,717",134,"1,122,222",14.25,14.30,14.20,14.20,<p> </p>,0.00,14.20,30,14.30,34,26.79
4532,瑞智,"330,788",169,"5,595,277",16.85,17.00,16.80,16.90,<p> </p>,0.00,16.85,4,16.90,7,14.44
4536,拓凱,"829,222",843,"149,142,737",179.50,182.00,177.50,179.50,<p style= color:red>+</p>,1.50,179.50,14,180.00,24,7.72
4540,全球傳動,"154,051",119,"6,047,459",39.10,39.50,39.10,39.15,<p style= color:red>+</p>,0.20,39.10,9,39.20,8,12.12
4545,銘鈺,"40,000",26,"1,217,950",30.55,30.80,30.20,30.80,<p style= color:red>+</p>,0.40,30.80,1,30.85,1,12.78
4551,智伸科,"221,708",238,"33,928,886",155.00,155.00,151.50,153.00,<p style= color:red>+</p>,0.50,152.50,28,153.50,28,12.75
4552,力達-KY,"97,098",66,"2,986,041",30.95,31.10,30.55,30.75,<p style= color:green>-</p>,0.05,30.75,2,30.80,2,8.40
4555,氣立,"28,000",19,"1,397,850",50.00,50.10,49.80,49.95,<p style= color:green>-</p>,0.15,49.90,2,50.00,2,18.16
4557,永新-KY,"41,161",62,"3,991,676",96.90,97.30,96.80,97.30,<p style= color:red>+</p>,0.60,97.30,2,97.50,2,7.92
4560,強信-KY,"28,101",18,"1,085,538",38.70,38.70,38.55,38.70,<p style= color:red>+</p>,0.05,38.65,6,38.70,3,9.75
4562,穎漢,"18,035",18,"273,182",15.15,15.20,15.05,15.20,<p style= color:red>+</p>,0.05,15.15,2,15.20,9,0.00
4564,元翎,"562,135",497,"13,532,768",24.10,24.25,24.00,24.10,<p style= color:red>+</p>,0.05,24.05,9,24.15,6,31.30
4566,時碩工業,"367,160",284,"19,216,080",52.60,52.90,52.00,52.10,<p style= color:green>-</p>,0.10,52.10,10,52.20,15,9.72
4571,鈞興-KY,"7,020",7,"505,240",72.20,72.20,71.50,72.00,<p style= color:red>+</p>,0.50,71.80,1,72.10,2,10.68
4572,駐龍,"680,613",508,"87,950,852",127.50,132.50,127.00,127.50,<p style= color:red>+</p>,1.00,127.50,7,128.00,34,25.86
4576,大銀微系統,"81,754",228,"6,213,281",76.90,77.00,75.00,75.90,<p style= color:red>+</p>,0.30,75.80,1,76.00,2,25.64
4581,光隆精密-KY,"2,005",3,"71,429",35.65,35.65,35.60,35.60,<p style= color:red>+</p>,0.40,34.30,1,35.20,1,11.60
4583,台灣精銳,"87,333",91,"17,402,806",205.00,205.00,197.00,199.50,<p style= color:green>-</p>,0.50,199.00,1,200.00,2,14.24
4720,德淵,"229,508",127,"3,269,612",14.35,14.50,14.10,14.25,<p style= color:green>-</p>,0.10,14.15,2,14.25,12,40.71
4722,國精化,"91,052",68,"3,137,304",34.10,34.90,34.10,34.90,<p style= color:red>+</p>,0.80,34.60,1,34.90,4,8.68
4737,華廣,"63,530",79,"5,024,589",78.10,79.60,78.10,79.50,<p style= color:red>+</p>,1.20,79.50,1,79.60,1,50.64
4739,康普,"688,595",745,"67,805,406",98.40,99.00,97.70,98.70,<p style= color:red>+</p>,0.70,98.60,7,98.70,8,17.41
4746,台耀,"4,180,965","2,267","272,438,859",65.30,65.90,64.40,65.10,<p style= color:red>+</p>,0.20,65.00,13,65.10,27,0.00
4755,三福化,"2,203,478","2,160","288,346,045",130.00,134.00,125.50,132.50,<p style= color:red>+</p>,4.00,132.50,27,133.00,31,12.48
4763,材料-KY,"15,842,212","12,993","4,434,516,139",289.00,297.50,266.00,271.00,<p style= color:green>-</p>,17.00,271.00,14,271.50,17,18.22
4764,雙鍵,"4,000",4,"207,800",51.90,52.00,51.90,52.00,<p style= color:red>+</p>,1.40,51.50,3,52.50,2,54.17
4766,南寶,"53,163",53,"7,173,053",134.00,136.00,134.00,135.50,<p style= color:red>+</p>,2.00,135.00,2,135.50,13,10.41
4770,上品,"2,121,979","2,148","711,725,779",346.00,349.00,329.50,335.00,<p style= color:green>-</p>,9.00,334.00,5,335.00,25,16.99
4807,日成-KY,"30,104",25,"609,224",21.00,21.00,20.05,20.20,<p style= color:green>-</p>,0.60,20.20,1,20.70,1,8.71
4904,遠傳,"4,801,241","3,053","319,491,354",66.60,66.80,66.40,66.50,<p style= color:green>-</p>,0.20,66.50,402,66.60,46,24.01
4906,正文,"3,555,617","2,162","99,460,572",27.80,28.15,27.75,27.95,<p style= color:red>+</p>,0.35,27.90,76,27.95,23,17.92
4912,聯德控股-KY,"158,835",114,"12,681,938",78.50,81.50,78.50,81.50,<p style= color:red>+</p>,3.20,81.50,2,81.70,1,12.11
4915,致伸,"5,253,217","3,254","306,928,156",57.80,58.90,57.80,58.50,<p style= color:red>+</p>,1.00,58.40,169,58.50,22,10.12
4916,事欣科,"1,108,223",691,"31,614,205",28.35,28.70,28.25,28.60,<p style= color:red>+</p>,0.40,28.55,3,28.60,13,45.40
4919,新唐,"25,602,327","17,014","3,536,851,697",131.50,142.00,130.00,142.00,<p style= color:red>+</p>,12.50,142.00,"18,265",--,0,12.97
4927,泰鼎-KY,"838,027",765,"49,055,504",58.80,59.20,57.90,59.20,<p style= color:red>+</p>,1.10,59.20,30,59.30,10,8.12
4930,燦星網,"300,276",344,"8,585,260",28.30,29.00,28.15,28.80,<p style= color:red>+</p>,0.70,28.75,4,28.80,5,7.60
4934,太極,"1,766,793",858,"51,082,796",29.00,29.20,28.70,28.90,<p style= color:green>-</p>,0.10,28.85,5,28.90,1,0.00
4935,茂林-KY,"124,388",96,"7,086,322",57.20,57.20,56.80,57.10,<p style= color:red>+</p>,0.60,56.90,1,57.10,6,6.67
4938,和碩,"2,989,775","1,665","193,834,673",64.60,65.00,64.60,65.00,<p style= color:red>+</p>,0.50,64.90,24,65.00,188,9.69
4942,嘉彰,"206,328",169,"7,550,921",36.65,36.75,36.50,36.65,<p style= color:red>+</p>,0.15,36.60,2,36.65,1,6.45
4943,康控-KY,"295,153",159,"4,148,989",13.10,14.30,13.10,14.30,<p style= color:red>+</p>,0.40,14.30,11,14.35,22,0.00
4952,凌通,"657,766",559,"32,942,366",49.80,50.60,49.25,50.60,<p style= color:red>+</p>,1.45,50.50,11,50.60,15,7.63
4956,光鋐,"252,194",146,"3,719,592",14.60,14.85,14.60,14.80,<p style= color:red>+</p>,0.25,14.75,16,14.80,4,59.20
4958,臻鼎-KY,"3,298,995","1,938","368,119,038",110.00,112.50,110.00,111.50,<p style= color:red>+</p>,1.50,111.50,217,112.00,35,7.34
4960,誠美材,"3,932,600","1,402","40,773,162",10.15,10.50,10.15,10.45,<p style= color:red>+</p>,0.30,10.40,137,10.45,23,11.36
4961,天鈺,"3,721,796","3,607","532,962,570",144.00,144.50,142.00,143.00,<p style= color:green>-</p>,1.00,143.00,253,143.50,112,6.46
4967,十銓,"395,964",540,"13,141,010",32.80,33.60,32.80,33.50,<p style= color:red>+</p>,0.90,33.50,38,33.55,4,0.00
4968,立積,"5,254,144","3,926","698,709,418",131.00,136.00,130.00,136.00,<p style= color:red>+</p>,5.50,135.50,38,136.00,71,183.78
4976,佳凌,"707,868",606,"28,307,851",39.70,40.70,39.30,40.30,<p style= color:red>+</p>,0.85,40.20,3,40.30,2,0.00
4977,眾達-KY,"4,711,300","2,946","529,495,186",113.50,114.50,110.50,113.00,<p style= color:green>-</p>,0.50,113.00,22,113.50,423,27.49
4989,榮科,"666,280",489,"18,542,783",27.70,28.30,27.55,27.80,<p style= color:red>+</p>,0.45,27.80,1,27.85,6,10.49
4994,傳奇,"88,064",80,"3,645,618",41.20,41.75,41.15,41.40,<p style= color:red>+</p>,0.10,41.40,6,41.65,1,62.73
4999,鑫禾,"52,961",79,"1,954,080",36.95,37.15,36.80,36.95,<p style= color:red>+</p>,0.10,36.95,1,37.00,4,8.76
5007,三星,"19,088",21,"991,164",52.10,52.10,51.70,51.80,<p> </p>,0.00,51.80,3,51.90,2,14.84
5203,訊連,"104,719",98,"8,804,003",84.80,84.80,83.70,84.20,<p style= color:green>-</p>,0.30,84.20,1,84.30,2,0.00
5215,科嘉-KY,"121,723",111,"5,736,632",47.25,47.50,46.30,47.35,<p style= color:red>+</p>,1.25,47.35,3,47.40,5,8.66
5222,全訊,"549,056",477,"78,793,985",141.00,145.00,141.00,143.00,<p style= color:red>+</p>,2.50,143.00,2,143.50,9,44.41
5225,東科-KY,"396,273",237,"13,645,027",34.45,34.80,34.20,34.45,<p> </p>,0.00,34.40,12,34.45,9,3.18
5234,達興材料,"339,336",309,"25,071,470",72.10,75.00,72.10,74.10,<p style= color:red>+</p>,1.70,74.10,3,74.20,1,15.03
5243,乙盛-KY,"1,292,100",853,"78,758,024",61.30,61.30,60.50,61.00,<p style= color:red>+</p>,0.20,61.00,2,61.10,23,15.02
5244,弘凱,"26,452",27,"720,317",27.60,27.60,27.10,27.40,<p style= color:red>+</p>,0.15,27.30,1,27.40,9,8.98
5258,虹堡,"40,799,111","23,674","3,271,432,835",79.80,82.50,77.50,81.00,<p style= color:red>+</p>,2.40,81.00,5,81.10,7,12.52
5269,祥碩,"1,723,666","2,203","1,564,897,888",901.00,930.00,882.00,908.00,<p style= color:red>+</p>,15.00,907.00,1,908.00,11,20.90
5283,禾聯碩,"56,283",81,"6,109,423",108.50,109.00,108.00,109.00,<p style= color:red>+</p>,0.50,108.50,24,109.00,27,10.62
5284,jpp-KY,"2,127,558","1,777","171,868,017",82.40,82.90,79.40,80.10,<p style= color:green>-</p>,2.30,80.00,19,80.10,2,20.08
5285,界霖,"2,337,050","1,669","165,402,857",68.10,73.00,68.10,71.70,<p style= color:red>+</p>,4.20,71.60,9,71.70,30,14.91
5288,豐祥-KY,"134,260",128,"23,354,404",170.50,177.50,170.50,176.00,<p style= color:red>+</p>,4.50,175.00,1,176.00,12,14.93
5306,桂盟,"207,274",484,"31,717,576",152.50,154.50,151.00,154.00,<p style= color:red>+</p>,3.50,154.00,5,154.50,29,9.05
5388,中磊,"4,976,035","3,722","406,962,918",81.00,82.50,81.00,81.90,<p style= color:red>+</p>,1.60,81.80,22,81.90,24,12.62
5434,崇越,"436,930",619,"73,336,897",169.00,169.50,167.00,168.00,<p style= color:green>-</p>,1.00,167.50,9,168.00,6,9.89
5469,瀚宇博,"1,257,518",745,"41,624,543",32.80,33.25,32.80,33.20,<p style= color:red>+</p>,0.50,33.15,14,33.20,33,4.94
5471,松翰,"1,368,344","1,147","72,891,562",52.20,54.00,52.10,53.60,<p style= color:red>+</p>,1.70,53.50,19,53.60,14,10.70
5484,慧友,"88,715",47,"1,175,920",13.20,13.55,13.05,13.55,<p style= color:red>+</p>,0.35,13.40,3,13.80,3,0.00
5515,建國,"123,503",91,"1,405,765",11.35,11.45,11.30,11.40,<p> </p>,0.00,11.40,1,11.45,14,18.69
5519,隆大,"126,212",133,"2,830,272",22.40,22.55,22.35,22.35,<p style= color:green>-</p>,0.05,22.35,2,22.40,11,4.97
5521,工信,"387,051",290,"2,610,856",6.72,6.76,6.72,6.75,<p style= color:red>+</p>,0.06,6.74,1,6.75,52,0.00
5522,遠雄,"348,806",296,"20,221,150",58.40,58.40,57.80,57.80,<p style= color:green>-</p>,0.60,57.70,25,57.80,1,6.55
5525,順天,"36,262",26,"880,705",24.25,24.45,24.20,24.45,<p> </p>,0.00,24.40,2,24.50,4,10.82
5531,鄉林,"247,153",89,"2,282,811",9.22,9.26,9.20,9.22,<p style= color:red>+</p>,0.01,9.22,11,9.25,4,0.00
5533,皇鼎,"113,318",64,"1,946,276",17.20,17.25,17.10,17.25,<p style= color:green>-</p>,0.05,17.20,1,17.25,8,2.99
5534,長虹,"305,793",249,"22,661,390",74.30,74.40,73.80,73.80,<p style= color:green>-</p>,0.30,73.80,3,74.30,5,7.08
5538,東明-KY,"27,010",22,"1,181,937",43.90,43.90,43.70,43.75,<p style= color:red>+</p>,0.20,43.70,2,43.75,1,7.64
5546,永固-KY,"104,385",49,"5,037,725",45.70,49.00,44.80,49.00,<p style= color:red>+</p>,3.80,44.85,1,49.00,10,24.50
5607,遠雄港,"623,972",462,"34,450,516",55.50,55.80,54.80,54.90,<p style= color:green>-</p>,0.40,54.90,10,55.00,1,14.52
5608,四維航,"3,498,392","1,861","87,810,310",25.10,25.30,24.90,25.05,<p style= color:red>+</p>,0.10,25.00,127,25.05,34,3.39
5706,鳳凰,"1,296,263","1,053","79,670,573",60.60,62.10,60.40,61.90,<p style= color:red>+</p>,1.60,61.80,2,61.90,4,0.00
5871,中租-KY,"7,175,971","5,461","1,669,103,583",231.00,235.00,228.00,234.50,<p style= color:red>+</p>,9.50,234.50,15,235.00,391,15.22
5871A,中租-KY甲特,"75,451",21,"7,395,607",98.10,98.10,98.00,98.10,<p style= color:red>+</p>,0.20,98.10,9,98.20,11,0.00
5876,上海商銀,"3,953,573","2,009","185,633,408",47.00,47.30,46.55,47.10,<p style= color:red>+</p>,0.50,47.10,56,47.15,38,12.87
5880,合庫金,"8,366,672","4,194","221,587,956",26.65,26.65,26.25,26.55,<p style= color:red>+</p>,0.10,26.50,157,26.55,4,19.10
5906,台南-KY,"11,000",10,"357,800",32.50,32.90,32.15,32.35,<p style= color:red>+</p>,0.20,32.20,1,32.50,1,10.57
5907,大洋-KY,"1,737,761",807,"31,477,115",18.45,18.80,17.65,17.75,<p style= color:green>-</p>,0.70,17.75,17,17.80,1,0.00
6005,群益證,"2,307,417",888,"26,828,984",11.65,11.75,11.50,11.50,<p style= color:green>-</p>,0.10,11.50,189,11.60,22,14.94
6024,群益期,"175,298",332,"6,760,354",38.45,38.75,38.45,38.60,<p style= color:red>+</p>,0.10,38.60,2,38.70,2,12.74
6108,競國,"99,391",95,"1,647,152",16.60,16.60,16.50,16.60,<p style= color:red>+</p>,0.05,16.60,1,16.65,10,22.43
6112,邁達特,"48,057",59,"1,627,932",33.80,34.00,33.80,33.90,<p style= color:red>+</p>,0.10,33.90,1,33.95,3,14.12
6115,鎰勝,"287,534",163,"12,443,385",43.05,43.35,43.05,43.35,<p style= color:red>+</p>,0.30,43.35,7,43.40,14,10.08
6116,彩晶,"23,261,955","5,253","289,710,706",12.15,12.65,12.15,12.50,<p style= color:red>+</p>,0.40,12.50,245,12.55,483,96.15
6117,迎廣,"75,721",99,"1,065,635",14.05,14.15,13.95,14.05,<p style= color:red>+</p>,0.05,14.00,3,14.05,4,108.08
6120,達運,"632,455",526,"5,734,496",9.10,9.12,9.01,9.05,<p style= color:green>-</p>,0.02,9.05,12,9.07,25,0.00
6128,上福,"241,783",95,"7,270,102",30.20,30.25,29.85,30.20,<p style= color:red>+</p>,0.10,30.20,1,30.25,2,5.94
6133,金橋,"2,752,063","1,204","64,702,944",23.65,23.70,23.15,23.70,<p style= color:red>+</p>,0.15,23.65,18,23.70,31,43.09
6136,富爾特,"95,076",84,"1,743,576",18.35,18.40,18.25,18.40,<p style= color:red>+</p>,0.05,18.35,1,18.45,5,12.87
6139,亞翔,"2,169,512","1,347","92,527,122",42.50,43.10,42.20,42.65,<p style= color:red>+</p>,0.20,42.55,2,42.65,41,11.19
6141,柏承,"41,708",47,"803,646",19.20,19.30,19.20,19.30,<p style= color:red>+</p>,0.10,19.30,5,19.35,23,19.69
6142,友勁,"927,650",210,"9,436,097",10.20,10.25,10.10,10.20,<p style= color:red>+</p>,0.05,10.20,111,10.25,115,3.58
6152,百一,"406,044",181,"4,045,567",9.89,10.05,9.89,9.95,<p style= color:red>+</p>,0.15,9.95,5,10.00,10,10.15
6153,嘉聯益,"3,138,287","1,807","77,768,620",24.65,24.95,24.60,24.85,<p style= color:red>+</p>,0.35,24.85,25,24.90,28,99.40
6155,鈞寶,"428,666",295,"10,801,794",24.90,25.40,24.90,25.30,<p style= color:red>+</p>,0.55,25.25,3,25.30,3,10.54
6164,華興,"236,375",165,"2,430,654",10.25,10.35,10.25,10.35,<p style= color:red>+</p>,0.15,10.30,10,10.35,22,41.40
6165,浪凡,"433,377",297,"12,333,862",27.25,29.05,27.25,28.90,<p style= color:red>+</p>,1.35,28.85,2,28.90,1,"2,890.00"
6166,凌華,"270,850",204,"15,708,695",56.70,58.80,56.70,58.00,<p style= color:red>+</p>,0.60,58.00,1,58.20,2,15.34
6168,宏齊,"326,700",209,"6,064,589",18.60,18.70,18.45,18.60,<p style= color:red>+</p>,0.10,18.60,11,18.65,10,10.00
6176,瑞儀,"2,239,534","1,640","230,128,548",102.50,103.50,101.50,103.00,<p style= color:red>+</p>,0.50,103.00,18,103.50,271,7.32
6177,達麗,"327,621",154,"9,941,813",30.35,30.40,30.30,30.40,<p style= color:red>+</p>,0.05,30.35,18,30.40,45,5.41
6183,關貿,"33,554",92,"2,081,623",61.60,62.20,61.60,62.10,<p style= color:red>+</p>,0.80,62.00,1,62.10,1,18.21
6184,大豐電,"14,029",30,"684,865",48.90,48.90,48.65,48.65,<p style= color:green>-</p>,0.20,48.65,20,48.85,1,13.04
6189,豐藝,"332,723",273,"12,851,166",38.70,38.75,38.50,38.75,<p style= color:red>+</p>,0.15,38.70,13,38.75,4,8.91
6191,精成科,"1,457,509",772,"42,322,302",28.90,29.40,28.80,29.25,<p style= color:red>+</p>,0.50,29.25,28,29.30,6,5.27
6192,巨路,"59,466",70,"4,243,880",71.30,71.50,71.20,71.40,<p style= color:red>+</p>,0.20,71.30,1,71.50,5,7.62
6196,帆宣,"2,641,837","2,365","339,294,001",126.00,130.50,125.00,130.00,<p style= color:red>+</p>,5.00,130.00,10,130.50,66,11.65
6197,佳必琪,"1,289,705",958,"55,921,356",42.95,44.00,42.25,43.35,<p style= color:red>+</p>,1.20,43.35,6,43.40,3,10.45
6201,亞弘電,"1,000",1,"39,900",39.90,39.90,39.90,39.90,<p style= color:red>+</p>,0.20,39.90,1,39.95,1,11.70
6202,盛群,"7,421,436","5,190","561,850,043",73.70,76.90,72.90,75.80,<p style= color:red>+</p>,3.10,75.80,50,75.90,98,11.00
6205,詮欣,"4,387,304","2,411","355,090,191",80.10,82.00,79.50,81.80,<p style= color:red>+</p>,2.80,81.70,1,81.80,56,23.11
6206,飛捷,"368,517",344,"25,483,602",68.60,69.50,68.60,69.50,<p style= color:red>+</p>,1.00,69.50,26,69.60,14,8.31
6209,今國光,"355,641",262,"9,096,512",25.55,25.80,25.35,25.70,<p style= color:red>+</p>,0.45,25.65,4,25.70,6,67.63
6213,聯茂,"4,870,052","3,717","402,047,788",82.00,83.30,81.30,82.80,<p style= color:red>+</p>,1.70,82.80,60,82.90,31,12.90
